"id","familiar_reproducibility","crisis_agree","job","field"
3876,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Astronomy and planetary science"
3880,"Not very familiar","There is a significant crisis of reproducibility","Senior Scientist","Engineering"
3887,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
3888,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Physics"
3894,"Fairly familiar","I don't know","Post-doctoral Fellow","Biology"
3895,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3897,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
3902,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
3910,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Materials Science"
3912,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
3914,"Somewhat familiar","There is a significant crisis of reproducibility","Student","Other"
3918,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
3934,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
3937,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
3942,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
3948,"Fairly familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Medicine"
3949,"Fairly familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Chemistry"
3950,"Very familiar","I don't know","PhD Student","Biology"
3951,"Very familiar","There is no crisis of reproducibility","PhD Student","Biology"
3952,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
3953,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
3954,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
3957,"Not very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Physics"
3961,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
3963,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
3967,"Fairly familiar","I don't know","Professor","Medicine"
3969,"Somewhat familiar","There is a significant crisis of reproducibility","Student","Biology"
3970,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
3979,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Other"
3980,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
3986,"Fairly familiar","There is a slight crisis of reproducibility","Other (please specify)","Physics"
3994,"Fairly familiar","There is a significant crisis of reproducibility","Professor","Materials Science"
3998,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Biology"
4005,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
4006,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Physics"
4013,"Very familiar","I don't know","PhD Student","Biology"
4014,"Somewhat familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
4021,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
4025,"Very familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
4026,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
4030,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
4034,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Engineering"
4037,"Very familiar","There is a slight crisis of reproducibility","Student","Biology"
4047,"Very familiar","There is no crisis of reproducibility","Professor","Physics"
4049,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Medicine"
4053,"Fairly familiar","There is a significant crisis of reproducibility","Other (please specify)","Biology"
4064,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
4065,"Somewhat familiar","I don't know","Professor","Earth and Environmental Science"
4069,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
4074,"Very familiar","There is a significant crisis of reproducibility","Professor","Medicine"
4076,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
4078,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Medicine"
4079,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Physics"
4083,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Astronomy and planetary science"
4085,"Somewhat familiar","There is a significant crisis of reproducibility","Senior Scientist","Physics"
4092,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4096,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
4097,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
4103,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4112,"Very familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
4115,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
4121,"Very familiar","There is no crisis of reproducibility","Associate professor/Lecturer","Engineering"
4130,"Fairly familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
4131,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
4132,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
4134,"Fairly familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
4136,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Earth and Environmental Science"
4139,"Not very familiar","I don't know","Professor","Physics"
4144,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4150,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
4156,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4187,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Medicine"
4196,"Somewhat familiar","I don't know","PhD Student","Biology"
4199,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4201,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Chemistry"
4203,"Not at all familiar","There is a significant crisis of reproducibility","Student","Earth and Environmental Science"
4208,"Not at all familiar","I don't know","Professor","Physics"
4214,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
4219,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
4225,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
4228,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
4229,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
4230,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
4231,"Fairly familiar","There is a significant crisis of reproducibility","Student","Materials Science"
4232,"Fairly familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Earth and Environmental Science"
4234,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
4242,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
4245,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
4286,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
4289,"Fairly familiar","There is a slight crisis of reproducibility","Other (please specify)","Biology"
4290,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Engineering"
4292,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
4305,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
4311,"Very familiar","There is no crisis of reproducibility","PhD Student","Medicine"
4320,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4321,"Very familiar","I don't know","Senior Scientist","Medicine"
4326,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
4332,"Very familiar","I don't know","Post-doctoral Fellow","Other"
4335,"Fairly familiar","I don't know","PhD Student","Chemistry"
4338,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4345,"Fairly familiar","There is a slight crisis of reproducibility","Senior Scientist","Biology"
4349,"Fairly familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Medicine"
4353,"Somewhat familiar","I don't know","Student","Biology"
4360,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
4363,"Not very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
4365,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Physics"
4368,"Fairly familiar","I don't know","PhD Student","Earth and Environmental Science"
4370,"Fairly familiar","There is a significant crisis of reproducibility","Other (please specify)","Physics"
4373,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4380,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Biology"
4401,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
4413,"Fairly familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Chemistry"
4437,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
4454,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Medicine"
4464,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
4469,"Very familiar","I don't know","Principal Investigator","Biology"
4478,"Fairly familiar","There is a significant crisis of reproducibility","Student","Other"
4497,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
4507,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
4515,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Medicine"
4516,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Physics"
4518,"Very familiar","There is no crisis of reproducibility","Principal Investigator","Other"
4531,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4532,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4554,"Very familiar","I don't know","Research Scientist","Chemistry"
4583,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Other"
4588,"Fairly familiar","I don't know","Laboratory Director/Head","Engineering"
4591,"Fairly familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
4596,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
4602,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Physics"
4608,"Fairly familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
4609,"Not very familiar","I don't know","PhD Student","Physics"
4612,"Somewhat familiar","I don't know","Research Scientist","Earth and Environmental Science"
4617,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
4622,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
4650,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
4652,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Other"
4655,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
4663,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
4666,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
4669,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4675,"Very familiar","I don't know","PhD Student","Other"
4690,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Chemistry"
4691,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
4698,"Very familiar","There is a slight crisis of reproducibility","Professor","Other"
4700,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Physics"
4718,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Physics"
4719,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
4723,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
4737,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
4738,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4743,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Physics"
4745,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
4746,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
4748,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4750,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
4756,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
4768,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
4788,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4798,"Fairly familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Medicine"
4832,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
4851,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
4852,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Biology"
4858,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Biology"
4879,"Somewhat familiar","There is a slight crisis of reproducibility","Senior Scientist","Engineering"
4880,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
4881,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
4887,"Very familiar","I don't know","Student","Medicine"
4892,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Engineering"
4899,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Engineering"
4902,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
4906,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
4908,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Other"
4937,"Fairly familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
4938,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
4950,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4964,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4966,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Physics"
4967,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
4974,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
4975,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
4979,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
4984,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Physics"
4986,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
4987,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
4990,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
4993,"Very familiar","I don't know","Principal Investigator","Other"
4994,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Other"
4995,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5003,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
5007,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
5019,"Very familiar","There is a slight crisis of reproducibility","Staff Scientist","Other"
5052,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Physics"
5057,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5058,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
5071,"Not very familiar","There is no crisis of reproducibility","PhD Student","Medicine"
5111,"Very familiar","There is a significant crisis of reproducibility","Professor","Medicine"
5172,"Very familiar","There is a significant crisis of reproducibility","Student","Medicine"
5178,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
5180,"Very familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Other"
5201,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
5222,"Very familiar","There is a slight crisis of reproducibility","Professor","Physics"
5223,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
5259,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5284,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
5289,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5301,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
5308,"Fairly familiar","There is a slight crisis of reproducibility","Student","Biology"
5309,"Fairly familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
5315,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
5316,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5317,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
5323,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
5333,"Somewhat familiar","There is a significant crisis of reproducibility","Other (please specify)","Materials Science"
5334,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
5335,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
5338,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
5345,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
5355,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5366,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
5383,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
5384,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Chemistry"
5385,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5390,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
5410,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Physics"
5423,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5436,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5437,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
5444,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
5448,"Very familiar","There is a slight crisis of reproducibility","Professor","Earth and Environmental Science"
5449,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
5450,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5473,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Biology"
5482,"Fairly familiar","There is a slight crisis of reproducibility","Professor","Engineering"
5490,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
5500,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5505,"Very familiar","There is no crisis of reproducibility","Principal Investigator","Medicine"
5514,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5515,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
5519,"Fairly familiar","There is a slight crisis of reproducibility","Staff Scientist","Other"
5520,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
5527,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5529,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5533,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
5534,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5535,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
5553,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
5554,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5557,"Very familiar","I don't know","Research Scientist","Other"
5561,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
5583,"Very familiar","I don't know","Other (please specify)","Chemistry"
5589,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Medicine"
5598,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
5600,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Engineering"
5604,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
5619,"Fairly familiar","I don't know","Student","Biology"
5630,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
5638,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Earth and Environmental Science"
5763,"Somewhat familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
5766,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
5773,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5776,"Very familiar","There is no crisis of reproducibility","Post-doctoral Fellow","Biology"
5777,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5798,"Somewhat familiar","There is a slight crisis of reproducibility","Senior Scientist","Engineering"
5853,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
5855,"Very familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Biology"
5857,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
5858,"Fairly familiar","I don't know","Student","Biology"
5870,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
5880,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
5893,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
5894,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5895,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5898,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5923,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
5927,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
5930,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5932,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
5933,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
5943,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
5948,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5950,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
5954,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
5958,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
5959,"Fairly familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
5961,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Other"
5966,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Engineering"
5971,"Very familiar","I don't know","Post-doctoral Fellow","Earth and Environmental Science"
5972,"Fairly familiar","There is a slight crisis of reproducibility","Student","Biology"
5983,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
5985,"Very familiar","There is no crisis of reproducibility","Post-doctoral Fellow","Biology"
5992,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
5998,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6000,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6013,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
6023,"Fairly familiar","There is a significant crisis of reproducibility","Resident/Registrar","Medicine"
6024,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
6029,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6033,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Physics"
6036,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6047,"Very familiar","There is a slight crisis of reproducibility","Consultant/Fellow/Attending Physician","Medicine"
6048,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Other"
6049,"Fairly familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Medicine"
6052,"Very familiar","I don't know","Research Scientist","Engineering"
6054,"Very familiar","There is a slight crisis of reproducibility","Student","Biology"
6072,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6090,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
6099,"Very familiar","There is no crisis of reproducibility","Other (please specify)","Other"
6102,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
6107,"Very familiar","There is a significant crisis of reproducibility","Professor","Chemistry"
6120,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Other"
6121,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
6124,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
6130,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
6133,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
6136,"Very familiar","I don't know","Associate professor/Lecturer","Medicine"
6144,"Fairly familiar","There is no crisis of reproducibility","Post-doctoral Fellow","Medicine"
6145,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Earth and Environmental Science"
6150,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
6153,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
6154,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6156,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6159,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6160,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
6164,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
6166,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Physics"
6167,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
6169,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Physics"
6170,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6171,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Engineering"
6172,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Physics"
6173,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
6175,"Very familiar","There is a slight crisis of reproducibility","Staff Scientist","Other"
6177,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6180,"Very familiar","There is a slight crisis of reproducibility","Professor","Chemistry"
6181,"Fairly familiar","There is no crisis of reproducibility","Professor","Physics"
6182,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6183,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Earth and Environmental Science"
6184,"Very familiar","There is a slight crisis of reproducibility","Professor","Physics"
6185,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6186,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6188,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6190,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Physics"
6193,"Fairly familiar","There is a significant crisis of reproducibility","Consultant/Fellow/Attending Physician","Medicine"
6194,"Very familiar","I don't know","Senior Scientist","Earth and Environmental Science"
6196,"Very familiar","There is a slight crisis of reproducibility","Professor","Earth and Environmental Science"
6198,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6199,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Physics"
6202,"Very familiar","There is no crisis of reproducibility","PhD Student","Chemistry"
6203,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6205,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
6207,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Chemistry"
6208,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6210,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6214,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Physics"
6215,"Very familiar","There is a slight crisis of reproducibility","Medical Professional/Doctor","Biology"
6216,"Fairly familiar","I don't know","Post-doctoral Fellow","Biology"
6217,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
6218,"Fairly familiar","There is a slight crisis of reproducibility","Student","Biology"
6221,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
